HLS_ID,DIST_ID,MGRStile,sensingTime,availableTime,downloadTime,processedTime,softwareVersion,percentData,percentAnomaly,Errors,
HLS.L30.T22KDE.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KDE_v0.1,22KDE,,,2022-01-11T14:05:44Z,,,,,NA,
HLS.S30.T22KDF.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KDF_v0.1,22KDF,,,2022-04-06T23:59:58Z,,,,,NA,
HLS.S30.T22KDF.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KDF_v0.1,22KDF,,,2022-04-07T07:04:07Z,,,,,NA,
HLS.S30.T22KDF.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KDF_v0.1,22KDF,,,2022-04-07T20:39:15Z,,,,,NA,
HLS.L30.T22KDF.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KDF_v0.1,22KDF,,,2022-01-11T14:03:47Z,,,,,NA,
HLS.S30.T22KDG.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KDG_v0.1,22KDG,,,2022-04-07T07:19:24Z,,,,,NA,
HLS.L30.T22KDG.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KDG_v0.1,22KDG,,,2022-01-13T00:21:38Z,,,,,NA,
HLS.S30.T21LYC.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYC_v0.1,21LYC,,,2022-04-07T02:43:42Z,,,,,NA,
HLS.S30.T21LYC.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T21LYC_v0.1,21LYC,,,2022-04-07T15:15:40Z,,,,,NA,
HLS.L30.T21LYC.2022007T133941.v2.0,DIST-ALERT_2022007T133941_L30_T21LYC_v0.1,21LYC,,,2022-01-09T07:21:32Z,,,,,NA,
HLS.S30.T21LYD.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYD_v0.1,21LYD,,,2022-01-03T07:47:49Z,,,,,NA,
HLS.S30.T21LYD.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYD_v0.1,21LYD,,,2022-04-07T02:52:54Z,,,,,NA,
HLS.S30.T21LYD.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYD_v0.1,21LYD,,,2022-04-07T09:57:24Z,,,,,NA,
HLS.S30.T21LYD.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T21LYD_v0.1,21LYD,,,2022-04-07T15:15:47Z,,,,,NA,
HLS.L30.T21LYD.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LYD_v0.1,21LYD,,,2022-01-09T07:37:38Z,,,,,NA,
HLS.S30.T21LYE.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYE_v0.1,21LYE,,,2022-04-06T21:43:05Z,,,,,NA,
HLS.S30.T21LYE.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYE_v0.1,21LYE,,,2022-04-07T02:52:30Z,,,,,NA,
HLS.S30.T21LYE.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYE_v0.1,21LYE,,,2022-04-07T09:57:12Z,,,,,NA,
HLS.L30.T21LYE.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LYE_v0.1,21LYE,,,2022-01-11T00:16:40Z,,,,,NA,
HLS.S30.T21LYF.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYF_v0.1,21LYF,,,2022-04-06T21:32:00Z,,,,,NA,
HLS.S30.T21LYF.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYF_v0.1,21LYF,,,2022-04-07T02:52:28Z,,,,,NA,
HLS.S30.T21LYF.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYF_v0.1,21LYF,,,2022-04-07T09:55:37Z,,,,,NA,
HLS.L30.T21LYF.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LYF_v0.1,21LYF,,,2022-01-11T00:14:36Z,,,,,NA,
HLS.S30.T21LYG.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYG_v0.1,21LYG,,,2022-04-06T21:36:40Z,,,,,NA,
HLS.S30.T21LYG.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYG_v0.1,21LYG,,,2022-04-07T02:50:43Z,,,,,NA,
HLS.S30.T21LYG.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYG_v0.1,21LYG,,,2022-04-07T09:55:41Z,,,,,NA,
HLS.S30.T21LYH.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYH_v0.1,21LYH,,,2022-04-06T21:35:04Z,,,,,NA,
HLS.S30.T21LYH.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYH_v0.1,21LYH,,,2022-04-07T02:50:28Z,,,,,NA,
HLS.S30.T21LYH.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYH_v0.1,21LYH,,,2022-04-07T10:01:41Z,,,,,NA,
HLS.S30.T22KEC.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KEC_v0.1,22KEC,,,2022-04-06T23:38:33Z,,,,,NA,
HLS.S30.T22KEC.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22KEC_v0.1,22KEC,,,2022-04-07T12:48:07Z,,,,,NA,
HLS.L30.T22KEC.2022002T132220.v2.0,DIST-ALERT_2022002T132220_L30_T22KEC_v0.1,22KEC,,,2022-01-04T08:13:46Z,,,,,NA,
HLS.S30.T21LYJ.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYJ_v0.1,21LYJ,,,2022-04-06T21:41:27Z,,,,,NA,
HLS.S30.T21LYJ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LYJ_v0.1,21LYJ,,,2022-04-07T02:37:00Z,,,,,NA,
HLS.S30.T21LYJ.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYJ_v0.1,21LYJ,,,2022-04-07T10:01:05Z,,,,,NA,
HLS.L30.T21LYJ.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LYJ_v0.1,21LYJ,,,2022-01-07T07:01:38Z,,,,,NA,
HLS.S30.T22KED.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KED_v0.1,22KED,,,2022-04-07T00:10:57Z,,,,,NA,
HLS.S30.T22KED.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KED_v0.1,22KED,,,2022-04-07T07:12:23Z,,,,,NA,
HLS.S30.T22KED.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22KED_v0.1,22KED,,,2022-01-09T11:35:43Z,,,,,NA,
HLS.L30.T22KED.2022002T132156.v2.0,DIST-ALERT_2022002T132156_L30_T22KED_v0.1,22KED,,,2022-01-04T08:00:45Z,,,,,NA,
HLS.L30.T22KED.2022009T132807.v2.0,DIST-ALERT_2022009T132807_L30_T22KED_v0.1,22KED,,,2022-01-11T13:46:29Z,,,,,NA,
HLS.S30.T21LYK.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LYK_v0.1,21LYK,,,2022-04-06T21:20:54Z,,,,,NA,
HLS.S30.T21LYK.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LYK_v0.1,21LYK,,,2022-04-07T09:54:05Z,,,,,NA,
HLS.L30.T21LYK.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LYK_v0.1,21LYK,,,2022-01-09T00:14:47Z,,,,,NA,
HLS.S30.T22KEE.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KEE_v0.1,22KEE,,,2022-01-04T08:15:53Z,,,,,NA,
HLS.S30.T22KEE.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KEE_v0.1,22KEE,,,2022-04-07T07:20:35Z,,,,,NA,
HLS.S30.T22KEE.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22KEE_v0.1,22KEE,,,2022-04-07T12:37:45Z,,,,,NA,
HLS.L30.T22KEE.2022002T132133.v2.0,DIST-ALERT_2022002T132133_L30_T22KEE_v0.1,22KEE,,,2022-01-04T08:01:45Z,,,,,NA,
HLS.L30.T22KEE.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KEE_v0.1,22KEE,,,2022-01-11T14:01:38Z,,,,,NA,
HLS.S30.T22KEF.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KEF_v0.1,22KEF,,,2022-04-07T00:07:53Z,,,,,NA,
HLS.S30.T22KEF.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KEF_v0.1,22KEF,,,2022-04-07T07:02:09Z,,,,,NA,
HLS.S30.T22KEF.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22KEF_v0.1,22KEF,,,2022-04-07T12:08:39Z,,,,,NA,
HLS.L30.T22KEF.2022002T132133.v2.0,DIST-ALERT_2022002T132133_L30_T22KEF_v0.1,22KEF,,,2022-01-04T08:06:38Z,,,,,NA,
HLS.L30.T22KEF.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KEF_v0.1,22KEF,,,2022-01-11T14:06:47Z,,,,,NA,
HLS.S30.T22KEG.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KEG_v0.1,22KEG,,,2022-04-07T00:13:53Z,,,,,NA,
HLS.S30.T22KEG.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KEG_v0.1,22KEG,,,2022-04-07T07:19:20Z,,,,,NA,
HLS.L30.T22KEG.2022002T132109.v2.0,DIST-ALERT_2022002T132109_L30_T22KEG_v0.1,22KEG,,,2022-01-04T17:49:47Z,,,,,NA,
HLS.L30.T22KEG.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KEG_v0.1,22KEG,,,2022-01-13T00:22:40Z,,,,,NA,
HLS.S30.T21LZC.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZC_v0.1,21LZC,,,2022-04-07T02:37:03Z,,,,,NA,
HLS.S30.T21LZC.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T21LZC_v0.1,21LZC,,,2022-04-07T15:20:12Z,,,,,NA,
HLS.L30.T21LZC.2022007T133941.v2.0,DIST-ALERT_2022007T133941_L30_T21LZC_v0.1,21LZC,,,2022-01-09T07:21:21Z,,,,,NA,
HLS.S30.T21LZD.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZD_v0.1,21LZD,,,2022-04-07T02:49:23Z,,,,,NA,
HLS.S30.T21LZD.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T21LZD_v0.1,21LZD,,,2022-04-07T15:24:18Z,,,,,NA,
HLS.L30.T21LZD.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LZD_v0.1,21LZD,,,2022-01-09T07:39:44Z,,,,,NA,
HLS.S30.T21LZE.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZE_v0.1,21LZE,,,2022-04-07T02:39:43Z,,,,,NA,
HLS.L30.T21LZE.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LZE_v0.1,21LZE,,,2022-01-11T00:16:46Z,,,,,NA,
HLS.S30.T21LZF.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZF_v0.1,21LZF,,,2022-04-07T02:52:52Z,,,,,NA,
HLS.L30.T21LZF.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T21LZF_v0.1,21LZF,,,2022-01-11T00:14:36Z,,,,,NA,
HLS.S30.T21LZG.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZG_v0.1,21LZG,,,2022-04-07T02:47:20Z,,,,,NA,
HLS.S30.T21LZH.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LZH_v0.1,21LZH,,,2022-01-03T06:35:29Z,,,,,NA,
HLS.S30.T21LZH.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZH_v0.1,21LZH,,,2022-04-07T02:52:48Z,,,,,NA,
HLS.S30.T21LZH.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LZH_v0.1,21LZH,,,2022-04-07T09:44:56Z,,,,,NA,
HLS.S30.T22KFC.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KFC_v0.1,22KFC,,,2022-04-07T00:06:08Z,,,,,NA,
HLS.S30.T22KFC.2022004T132229.v2.0,DIST-ALERT_2022004T132229_S30_T22KFC_v0.1,22KFC,,,2022-04-07T04:39:50Z,,,,,NA,
HLS.S30.T22KFC.2022009T132231.v2.0,DIST-ALERT_2022009T132231_S30_T22KFC_v0.1,22KFC,,,2022-04-07T17:57:38Z,,,,,NA,
HLS.L30.T22KFC.2022002T132220.v2.0,DIST-ALERT_2022002T132220_L30_T22KFC_v0.1,22KFC,,,2022-01-04T08:00:51Z,,,,,NA,
HLS.S30.T21LZJ.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LZJ_v0.1,21LZJ,,,2022-04-06T21:32:59Z,,,,,NA,
HLS.S30.T21LZJ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZJ_v0.1,21LZJ,,,2022-04-07T02:50:18Z,,,,,NA,
HLS.S30.T21LZJ.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LZJ_v0.1,21LZJ,,,2022-04-07T09:55:53Z,,,,,NA,
HLS.S30.T22KFD.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KFD_v0.1,22KFD,,,2022-04-07T00:13:22Z,,,,,NA,
HLS.S30.T22KFD.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22KFD_v0.1,22KFD,,,2022-04-07T12:48:02Z,,,,,NA,
HLS.L30.T22KFD.2022002T132156.v2.0,DIST-ALERT_2022002T132156_L30_T22KFD_v0.1,22KFD,,,2022-01-04T08:09:42Z,,,,,NA,
HLS.S30.T21LZK.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LZK_v0.1,21LZK,,,2022-04-07T02:50:12Z,,,,,NA,
HLS.S30.T21LZK.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LZK_v0.1,21LZK,,,2022-04-07T09:58:09Z,,,,,NA,
HLS.S30.T22KFE.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KFE_v0.1,22KFE,,,2022-04-07T00:10:45Z,,,,,NA,
HLS.L30.T22KFE.2022002T132133.v2.0,DIST-ALERT_2022002T132133_L30_T22KFE_v0.1,22KFE,,,2022-01-04T08:06:39Z,,,,,NA,
HLS.S30.T22KFF.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KFF_v0.1,22KFF,,,2022-04-07T00:09:24Z,,,,,NA,
HLS.L30.T22KFF.2022002T132133.v2.0,DIST-ALERT_2022002T132133_L30_T22KFF_v0.1,22KFF,,,2022-01-04T08:02:38Z,,,,,NA,
HLS.S30.T22KFG.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22KFG_v0.1,22KFG,,,2022-01-04T10:45:39Z,,,,,NA,
HLS.L30.T22KFG.2022002T132109.v2.0,DIST-ALERT_2022002T132109_L30_T22KFG_v0.1,22KFG,,,2022-01-04T08:02:52Z,,,,,NA,
